15000 Lexuus~
10003 Nilsbrian~
5063 Galberoth~
3527 Elial~
2500 Mhyrtyn~
405 Uritel~
356 Divoga~
100 Aequitas~
0 NONE~
100 Dominion~
100 Kirigi~
93 Nevhis~
86 Tarrant~
81 Jayne~
74 Moloch~
74 Zakrim~
68 Asuka~
62 Takron~
0 NONE~
4 Balder~
2 Quarren~
-1
