15000 Lexuus~
10003 Nilsbrian~
5063 Galberoth~
2500 Mhyrtyn~
405 Uritel~
110 Nitch~
103 Osimandius~
100 Aequitas~
100 Dominion~
93 Nevhis~
81 Jayne~
74 Moloch~
68 Asuka~
66 Thomstel~
62 Paladar~
0 NONE~
42 Galadan~
38 Jared~
0 NONE~
29 Zanzen~
18 Weyoun~
-1
