24563 Takron~
15000 Lexuus~
10003 Nilsbrian~
5063 Galberoth~
3527 Elial~
1000 Makus~
405 Uritel~
356 Divoga~
0 NONE~
100 Aequitas~
0 NONE~
0 NONE~
0 NONE~
100 Dominion~
0 NONE~
93 Nevhis~
0 NONE~
0 NONE~
86 Tarrant~
10 Vaez~
5 Kirigi~
-1
