103 Osimandius~
68 Asuka~
66 Thomstel~
56 Hanzaki~
51 Mobalius~
50 Hurrdraell~
48 Averon~
46 Sesori~
45 Skurr~
42 Uritel~
39 Iraquia~
37 Frisui~
32 Brigitte~
27 Kjell~
0 NONE~
26 Wistomaniac~
17 Tabion~
7 Nexim~
5 Shai~
0 NONE~
1 Doralis~
-1
