15000 Lexuus~
10003 Nilsbrian~
5063 Galberoth~
3527 Elial~
405 Uritel~
356 Divoga~
356 Takron~
100 Aequitas~
100 Dominion~
100 Kirigi~
93 Nevhis~
86 Tarrant~
81 Jayne~
74 Moloch~
74 Zakrim~
68 Asuka~
66 Mhyrtyn~
18 Ascelyn~
10 Macha~
0 NONE~
0 NONE~
-1
